Sentence,Sentencia,Type,Tipo
I recite these names in part to illustrate the wide geographic dispersal of the scholars.,Recito estos nombres en parte para ilustrar la amplia dispersión geográfica de los estudiosos.,Visual,Visual
This article will illustrate some of the key points in the recovery of the first arm stroke out of the breakout in the backstroke.,Este artículo ilustrará algunos de los puntos clave en la recuperación de la primera carrera del brazo del brote en el golpe de espalda.,Visual,Visual
These maps graphically illustrate the change in earthquake probability during aftershock and possible foreshock sequences.,Estos mapas ilustran gráficamente el cambio en la probabilidad de terremotos durante la réplica y las posibles secuencias de preescolar.,Visual,Visual
Chartres new luminosity and stained-glass windows illustrate a second principle of medieval aesthetics.,Chartres nuevas luminosidad y ventanas de vidrieras ilustran un segundo principio de la estética medieval.,Visual,Visual
Numerous musical examples will illustrate these various applications and serve to highlight the range of the acciaccatura's sound effects.,Numerosos ejemplos musicales ilustrarán estas diversas aplicaciones y servirán para resaltar el rango de los efectos de sonido de Acciaccatura.,Visual,Visual
Their spear and shield-wielding war dances clearly illustrate the rich heritage that the tribe has strived to maintain over the centuries.,Sus bailes de guerra de lanza y protección ilustran claramente la rica herencia que la tribu se ha esforzado por mantener a lo largo de los siglos.,Visual,Visual
The qualitative data collected illustrate the personal importance of these improvements to participants.,Los datos cualitativos recopilados ilustran la importancia personal de estas mejoras para los participantes.,Visual,Visual
"Images of bombed houses in Drove Road, Beatrice Street, Whitehouse Road and Ipswich Street graphically illustrate the carnage of such raids.","Las imágenes de casas bombardeadas en Droun Road, Beatrice Street, Whitehouse Road y Ipswich Street ilustran gráficamente la carnicería de tales redadas.",Visual,Visual
These findings illustrate that a prokaryote possesses a signal trafficking system with features common to those used by higher organisms.,Estos hallazgos ilustran que un procarioto posee un sistema de tráfico de señales con características comunes a las utilizadas por organismos superiores.,Visual,Visual
Arguments like the one between Maria and Beth illustrate how easily people can miscommunicate.,Argumentos como el de María y Beth ilustran la facilidad con la que las personas pueden comunicarse mal.,Visual,Visual
Show More Sentences,Mostrar más oraciones,Visual,Visual
The preceding experiments illustrate sufficiently the powers of the chromascope with reflected light.,Los experimentos anteriores ilustran suficientemente los poderes del cromascape con la luz reflejada.,Visual,Visual
"Of diverse types and materials, these objects illustrate the evolution of human civilizations from the Neolithic Age to the Iron Age.","De diversos tipos y materiales, estos objetos ilustran la evolución de las civilizaciones humanas desde la era neolítica hasta la Edad del Hierro.",Visual,Visual
"Both events, one dreadfully sad, one wonderfully happy, illustrate the extremes to which we can be tested in our lives.","Ambos eventos, uno terriblemente triste, uno maravillosamente feliz, ilustran los extremos a los que podemos ser probados en nuestras vidas.",Visual,Visual
His words did not clarify his drawings and his drawings did not simply illustrate his words.,Sus palabras no aclararon sus dibujos y sus dibujos no ilustraban simplemente sus palabras.,Visual,Visual
"He provides clear explanations of complex economic issues, using anecdotes to illustrate each point.","Proporciona explicaciones claras de problemas económicos complejos, utilizando anécdotas para ilustrar cada punto.",Visual,Visual
Perhaps the best way to illustrate the importance of blood donation is to look at a case history.,Quizás la mejor manera de ilustrar la importancia de la donación de sangre es mirar un historial de casos.,Visual,Visual
Another reason Jacobs mentioned to illustrate the value of the system is the insurance excess payable when a vehicle is stolen.,Otra razón por la que Jacobs mencionó para ilustrar el valor del sistema es el exceso de seguro a pagar cuando se roba un vehículo.,Visual,Visual
"Shot in documentary style throughout the day and night, the images are raw and real to illustrate the work behind the headlines.","Filmado en estilo documental durante todo el día y la noche, las imágenes son crudas y reales para ilustrar el trabajo detrás de los titulares.",Visual,Visual
"I'm desperately trying to recall examples to illustrate any of this, and completely failing.","Estoy tratando desesperadamente de recordar ejemplos para ilustrar todo esto, y por completo fallando.",Visual,Visual
What I love about the best bloggers is how they use specific personal examples to illustrate a point.,Lo que me encanta de los mejores bloggers es cómo usan ejemplos personales específicos para ilustrar un punto.,Visual,Visual
The three quotations I have given above illustrate that the concept and idea of superstition and divergent beliefs are still in use.,Las tres citas que he dado anteriormente ilustran que el concepto y la idea de superstición y creencias divergentes todavía están en uso.,Visual,Visual
Participant's direct quotations were included to illustrate themes in this pilot study.,Se incluyeron las citas directas del participante para ilustrar temas en este estudio piloto.,Visual,Visual
"In reality, the objective of the article was to illustrate the dilemmas and choices which have to be made by Highways Authorities.","En realidad, el objetivo del artículo era ilustrar los dilemas y elecciones que deben ser tomadas por las autoridades de carreteras.",Visual,Visual
Those are just some of the grim realities that illustrate the sorry state of education in black America.,Esas son solo algunas de las sombrías realidades que ilustran el lamentable estado de educación en América negra.,Visual,Visual
There's a pie graph to graphically illustrate how space on that drive is allocated.,Hay un gráfico de pastel para ilustrar gráficamente cómo se asigna el espacio en esa unidad.,Visual,Visual
"However, Sparks illustrate the limited options for bands of a certain age and eclectic style.","Sin embargo, las chispas ilustran las opciones limitadas para bandas de cierta edad y estilo ecléctico.",Visual,Visual
"Screen grabs and extensive appendices illustrate these tutorials which are clearly presented, if a little poorly signposted.","Las capturas de pantalla y los extensos apéndices ilustran estos tutoriales que se presentan claramente, si es un poco mal señalizado.",Visual,Visual
Figure 11.2 expands the detail to illustrate the significance of the overlaps.,La Figura 11.2 expande los detalles para ilustrar la importancia de las superposiciones.,Visual,Visual
He sometimes warps individual works by doggedly insisting that they illustrate Derridean concepts.,A veces deforma obras individuales insistiendo obstinadamente en que ilustran conceptos DerriDean.,Visual,Visual
I cite these examples to illustrate the controlled ignorance of the general public at that time.,Cito estos ejemplos para ilustrar la ignorancia controlada del público en general en ese momento.,Visual,Visual
Show More Sentences,Mostrar más oraciones,Visual,Visual
His large-scale color photographs illustrate the unbelievable density of Hong Kong's residential high-rises.,Sus fotografías en color a gran escala ilustran la increíble densidad de los altos elevados residenciales de Hong Kong.,Visual,Visual
Mann abstracts a passage from the Bhagavata Purana to illustrate the interwoven strands of Aryan and Dravidian in the story.,Mann abstrae un pasaje del Bhagavata Purana para ilustrar los hilos entrelazados de Aria y Dravidian en la historia.,Visual,Visual
"To get the message across, they use a glove puppet to help illustrate scenarios.","Para transmitir el mensaje, usan un títere de guante para ayudar a ilustrar escenarios.",Visual,Visual
One of the projects under-taken by the students was to publish and illustrate a book of poetry with a peace theme.,Uno de los proyectos subestimados por los estudiantes fue publicar e ilustrar un libro de poesía con un tema de paz.,Visual,Visual
Rege drew a diagram to illustrate body placement and its effect on decreasing speed rapidly.,Rege dibujó un diagrama para ilustrar la colocación del cuerpo y su efecto en la disminución de la velocidad rápidamente.,Visual,Visual
The 175 studio ceramic pieces illustrate the various methods of decoration and form that potters use to give shape and meaning to their works.,Las 175 piezas de cerámica de estudio ilustran los diversos métodos de decoración y forma que los alfareros usan para dar forma y significado a sus obras.,Visual,Visual
An exploration of his work will serve to illustrate his considerable creative genius.,Una exploración de su trabajo servirá para ilustrar su considerable genio creativo.,Visual,Visual
Some statistics about the regions illustrate just how big a challenge Ireland faces in the race to develop the next generation of medicines.,Algunas estadísticas sobre las regiones ilustran cuán grande enfrenta Irlanda en la carrera para desarrollar la próxima generación de medicamentos.,Visual,Visual
"To enhance our exemplar words and generate sentences to illustrate word meanings, we enlisted the support of the other participating teachers.","Para mejorar nuestras palabras ejemplares y generar oraciones para ilustrar significados de palabras, alistamos el apoyo de los otros maestros participantes.",Visual,Visual
"My prep work always involves finding current examples to illustrate the points at hand, and give them something to hold on to.",Mi trabajo de preparación siempre implica encontrar ejemplos actuales para ilustrar los puntos en cuestión y darles algo a lo que aferrarse.,Visual,Visual
"Tomb paintings illustrate wine production amply, although the precise details are not always clear.","Las pinturas de tumbas ilustran ampliamente la producción de vino, aunque los detalles precisos no siempre están claros.",Visual,Visual
Act II used a dance-off between town and country women to illustrate differences and commonalities of late twentieth-century social mores.,La Ley II usó un baile entre las mujeres de la ciudad y el país para ilustrar las diferencias y los puntos en común de las costumbres sociales del siglo XX.,Visual,Visual
Roman and Gallican chants as well as later Frankish chants are included to illustrate these points.,"Se incluyen cantos romanos y galicanos, así como los cantos franco más tarde para ilustrar estos puntos.",Visual,Visual
"To illustrate my point, try doing reverse curls with the same weight with which you can perform a standard barbell curl.","Para ilustrar mi punto, intente hacer rizos inversos con el mismo peso con el que puede realizar un rizo de barra estándar.",Visual,Visual
These various proactive activities illustrate the agentic management of fortuity.,Estas diversas actividades proactivas ilustran la gestión agente de la fortuidad.,Visual,Visual
These questions illustrate the fact that form factor selection is not always simple.,Estas preguntas ilustran el hecho de que la selección de factores de forma no siempre es simple.,Visual,Visual
"Let us illustrate how a control strategy can be described qualitatively, using typical formalisms in qualitative physics.","Ilustramos cómo se puede describir una estrategia de control cualitativamente, utilizando formalismos típicos en física cualitativa.",Visual,Visual
"Others, however, illustrate his decision during the 1940s to transform his country seat into a museum.","Otros, sin embargo, ilustran su decisión durante la década de 1940 de transformar su asiento de país en un museo.",Visual,Visual
"She does not discuss Noguchi's work in depth, nor does she illustrate it except in a few photographs of Noguchi posing beside his sculptures.","Ella no discute el trabajo de Noguchi en profundidad, ni lo ilustra, excepto en algunas fotografías de Noguchi posando junto a sus esculturas.",Visual,Visual
"It is bound in a 8th century manuscript, measures 29 X 23 cm and was designed to illustrate the cosmographies of Julius Honorius and Orosius.","Está vinculado en un manuscrito del siglo VIII, mide 29 x 23 cm y fue diseñado para ilustrar las cosmografías de Julius Honorius y Orosius.",Visual,Visual
Show More Sentences,Mostrar más oraciones,Visual,Visual
"Let me now itemise some of the features of this organisation, and select aspects of the novel which illustrate them.",Permítanme probar algunas de las características de esta organización y seleccionar aspectos de la novela que las ilustran.,Visual,Visual
The show melds modern dance techniques and poetic prose narrative to illustrate her desperation.,El espectáculo combina técnicas de baile modernas y narrativa de prosa poética para ilustrar su desesperación.,Visual,Visual
"Images and graphics that illustrate messages are very persuasive, and humour conveys information quite subtly and effectively.","Las imágenes y los gráficos que ilustran los mensajes son muy persuasivos, y el humor transmite información de manera bastante sutil y efectiva.",Visual,Visual
"To illustrate this, consider a company that has recently invested heavily in fixed assets and has done so using bank finance.","Para ilustrar esto, considere una compañía que recientemente ha invertido mucho en activos fijos y lo ha hecho utilizando las finanzas bancarias.",Visual,Visual
Others were designed to illustrate the curves of intersection of certain surfaces.,Otros fueron diseñados para ilustrar las curvas de intersección de ciertas superficies.,Visual,Visual
Those chapters use gender issues to illustrate the conflict between universalism and cultural relativism.,Esos capítulos utilizan cuestiones de género para ilustrar el conflicto entre el universalismo y el relativismo cultural.,Visual,Visual
The following cases illustrate a new pitfall that can lead to treatment failure.,Los siguientes casos ilustran una nueva trampa que puede conducir al fracaso del tratamiento.,Visual,Visual
"Far be it from me to stoop to petty insinuations and suggestions, just to illustrate a point.","Lejos de mí para agacharme a insinuaciones y sugerencias pequeñas, solo para ilustrar un punto.",Visual,Visual
The book utilizes tables and figures effectively to illustrate the main concepts of each chapter.,El libro utiliza tablas y figuras de manera efectiva para ilustrar los conceptos principales de cada capítulo.,Visual,Visual
"It will visit upon us an important event at an inopportune time, as if to illustrate how inconsequential our influence on the greater scheme.","Visitará sobre nosotros un evento importante en un momento inoportuno, como para ilustrar cuán intrascendente nuestra influencia en el esquema mayor.",Visual,Visual
Word problems contained in the workbook illustrate the complexities of the fee increases.,Los problemas de palabras contenidos en el libro de trabajo ilustran las complejidades de los aumentos de la tarifa.,Visual,Visual
"He loves such words, toying with them, searching out their roots, using them to illustrate the big picture.","Le encantan tales palabras, jugando con ellas, buscando sus raíces, usándolas para ilustrar el panorama general.",Visual,Visual
Perhaps the best way to illustrate how much money this tax cut represents is to picture it as a stack of bills.,Quizás la mejor manera de ilustrar cuánto dinero representa este recorte de impuestos es imaginarlo como una pila de facturas.,Visual,Visual
You can ask the children to create a different ending to the story or draw different pictures to illustrate what they have read.,Puede pedirle a los niños que creen un final diferente a la historia o dibujen diferentes imágenes para ilustrar lo que han leído.,Visual,Visual
All I did was illustrate how absurd and imprecise your label was with another absurd and imprecise label.,Todo lo que hice fue ilustrar cuán absurda e imprecisa era su etiqueta con otra etiqueta absurda e imprecisa.,Visual,Visual
So I've collected a number of stories from various sources that illustrate what I feel are both sides of the picture.,Así que he recopilado varias historias de varias fuentes que ilustran lo que siento que son ambos lados de la imagen.,Visual,Visual
Each staff member received copies of articles highlighting negative surgical outcomes to illustrate the imperative for the program.,Cada miembro del personal recibió copias de artículos que destacan los resultados quirúrgicos negativos para ilustrar el imperativo del programa.,Visual,Visual
These results illustrate that variation exists in maize for the impact of ploidy on gene expression.,Estos resultados ilustran que la variación existe en el maíz para el impacto de la ploidía en la expresión génica.,Visual,Visual
Three examples can serve to illustrate how a choice of ruler was made and the thinking behind the resources made available to him.,Tres ejemplos pueden servir para ilustrar cómo se hizo una elección de gobernante y el pensamiento detrás de los recursos disponibles para él.,Visual,Visual
All of this serves to illustrate an extraordinary double standard that exists at the heart of public life.,Todo esto sirve para ilustrar un doble estándar extraordinario que existe en el corazón de la vida pública.,Visual,Visual
Show More Sentences,Mostrar más oraciones,Visual,Visual
"Clearly, this is a grossly simplified example but it serves to illustrate how such a solution is very open to sabotage.","Claramente, este es un ejemplo muy simplificado, pero sirve para ilustrar cómo tal solución está muy abierta al sabotaje.",Visual,Visual
The latest employment figures serve to illustrate that little has been done.,Las últimas cifras de empleo sirven para ilustrar que se ha hecho poco.,Visual,Visual
"The cases of Lithuania, Uzbekistan, and Russia serve to illustrate why this is the case.","Los casos de Lituania, Uzbekistán y Rusia sirven para ilustrar por qué este es el caso.",Visual,Visual
One example will serve to illustrate how comprehensive and penetrating his discernment is.,Un ejemplo servirá para ilustrar cuán integral y penetrante es su discernimiento.,Visual,Visual
"So I'm going to try again, this time with some charts to help illustrate the jargon.","Así que voy a intentarlo de nuevo, esta vez con algunos gráficos para ayudar a ilustrar la jerga.",Visual,Visual
Rescorla uses network traces and clear diagrams to illustrate the concepts introduced in the text.,Rescorla utiliza trazas de red y diagramas claros para ilustrar los conceptos introducidos en el texto.,Visual,Visual
The charts which illustrate the light curves of variable stars remind me of quilting charts.,Los gráficos que ilustran las curvas de luz de las estrellas variables me recuerdan a los gráficos de acolchado.,Visual,Visual
So let's look at another example as we explain and illustrate the general method.,Así que veamos otro ejemplo mientras explicamos e ilustramos el método general.,Visual,Visual
"In her book, Postrel offers diverse examples and stories to illustrate her concepts.","En su libro, Postrel ofrece diversos ejemplos e historias para ilustrar sus conceptos.",Visual,Visual
"Taleb uses this hypothetical experiment, and its results, to illustrate a number of errors in thinking.",Taleb utiliza este experimento hipotético y sus resultados para ilustrar una serie de errores en el pensamiento.,Visual,Visual
"To illustrate the Book of Ruth, Merian chose to represent Boaz and Ruth at the threshing floor.","Para ilustrar el Libro de Ruth, Merian eligió representar a Boaz y Ruth en el piso de trilla.",Visual,Visual
The pictures that so richly illustrate the book are often of very great beauty.,Las imágenes que ilustran tan ricamente el libro son a menudo de gran belleza.,Visual,Visual
The cases also illuminatingly illustrate different techniques for attempting to resolve disputes of this kind.,Los casos también ilustran iluminantemente diferentes técnicas para intentar resolver disputas de este tipo.,Visual,Visual
"To illustrate the point, he tapped the left pectoral region of his chest with four fingers.","Para ilustrar el punto, aprovechó la región pectoral izquierda de su pecho con cuatro dedos.",Visual,Visual
"Ranunculus, which is also hypogynous, will illustrate the development of the simple ovary.","Ranunculus, que también es hipogínico, ilustrará el desarrollo del ovario simple.",Visual,Visual
"Among the Chinese, humor is often used only to illustrate a concept, to prove a point, or to clinch an argument.","Entre los chinos, el humor a menudo se usa solo para ilustrar un concepto, para probar un punto o para asegurar un argumento.",Visual,Visual
No better model will be found to illustrate the principles of classical interior architecture.,No se encontrará un mejor modelo para ilustrar los principios de la arquitectura interior clásica.,Visual,Visual
"An acquaintance who worked for a publisher asked for some pictures to illustrate a series of part-works, beginning with The Story of Pop.","Un conocido que trabajó para un editor pidió algunas fotos para ilustrar una serie de trabajos parciales, comenzando con la historia del pop.",Visual,Visual
I was looking for someone who could illustrate the connection between the third movement of the symphony and the song that is quoted in it.,Estaba buscando a alguien que pudiera ilustrar la conexión entre el tercer movimiento de la sinfonía y la canción que se cita en ella.,Visual,Visual
This goes to illustrate the academic standards for humanities and social sciences in the past half century.,Esto ilustra los estándares académicos para las humanidades y las ciencias sociales en el último medio siglo.,Visual,Visual
Show More Sentences,Mostrar más oraciones,Visual,Visual
"Although the study cannot tell us exactly how many young girls are being circumcised today, it does illustrate the magnitude of the issue.","Aunque el estudio no puede decirnos exactamente cuántas chicas jóvenes están siendo circuncidadas hoy, ilustra la magnitud del problema.",Visual,Visual
He would often tell a little parable to illustrate in simple language the thoughts that came into his head.,A menudo le decía una pequeña parábola para ilustrar en lenguaje simple los pensamientos que se le ocurrieron.,Visual,Visual
He uses tracking shots to physically connect his characters to one another and circular pans to visually illustrate his thesis.,Utiliza tomas de seguimiento para conectar físicamente a sus personajes entre sí y sartenes circulares para ilustrar visualmente su tesis.,Visual,Visual
"These theaters of anxiety illustrate collective helplessness in the face of unmanageable man-made, natural or supernatural forces.","Estos teatros de ansiedad ilustran la impotencia colectiva frente a fuerzas inmanejables hechas por el hombre, naturales o sobrenaturales.",Visual,Visual
Their comments illustrate how difficult and controversial paediatric palliative care still is.,Sus comentarios ilustran cuán difícil y controvertido sigue siendo la atención paliativa pediátrica.,Visual,Visual
A real-world example suffices to illustrate why I believe this is of vital importance today.,Un ejemplo del mundo real es suficiente para ilustrar por qué creo que esto es de vital importancia hoy.,Visual,Visual
"This documentation frequently is supplemented with tables, charts, and graphs to illustrate information presented in the text.","Esta documentación con frecuencia se complementa con tablas, gráficos y gráficos para ilustrar la información presentada en el texto.",Visual,Visual
"It contains many descriptive black and white drawings, as well as tables, charts, and graphs, to illustrate information in the text.","Contiene muchos dibujos descriptivos en blanco y negro, así como tablas, gráficos y gráficos, para ilustrar información en el texto.",Visual,Visual
The writer uses the highway near Dubai to subtly illustrate the effects of environmental damage.,El escritor usa la carretera cerca de Dubai para ilustrar sutilmente los efectos del daño ambiental.,Visual,Visual
"Since all three of these surfaces have been subjects of projects for me, I could not resist the temptation to illustrate The Proof of Archytas.","Dado que estas tres superficies han sido sujetos de proyectos para mí, no pude resistir la tentación de ilustrar la prueba de Archytas.",Visual,Visual
"First, choose an interesting story and plan ways to illustrate story events, using origami folds.","Primero, elija una historia interesante y planifique formas de ilustrar eventos de la historia, utilizando pliegues de origami.",Visual,Visual
"To illustrate the point, he told a story of a group of cavemen living in prehistoric times.","Para ilustrar el punto, contó una historia de un grupo de hombres de las cavernas que viven en tiempos prehistóricos.",Visual,Visual
The sixty pages on palaeontology emphasize geology and stratigraphy and chiefly illustrate trilobites.,Las sesenta páginas sobre paleontología enfatizan la geología y la estratigrafía y ilustran principalmente trilobites.,Visual,Visual
"The intent of this case-study overview, therefore, is to illustrate how basic risk assessment methods can be applied to capital project analysis.","La intención de esta descripción general del estudio de caso, por lo tanto, es ilustrar cómo se pueden aplicar métodos básicos de evaluación de riesgos al análisis del proyecto de capital.",Visual,Visual
"Instead, he chose to illustrate the plight of an overloaded and tired hatcheck girl from her view of the festivities.","En cambio, eligió ilustrar la difícil situación de una chica de chicha sobrecargada y cansada desde su visión de las festividades.",Visual,Visual
They often don't illustrate what the film is about the way that narrative film stills do.,A menudo no ilustran de qué se trata la película como lo hacen las imágenes de la película narrativa.,Visual,Visual
"Like Tryon's French scene, DeCora's picture is designed to capture a mood rather than illustrate an event.","Al igual que la escena francesa de Tryon, la imagen de Dora está diseñada para capturar un estado de ánimo en lugar de ilustrar un evento.",Visual,Visual
"To illustrate this, Liebig imagined a barrel crafted out of staves of mismatched lengths.","Para ilustrar esto, Liebig imaginó un barril hechizado a partir de mortajas de longitudes no coincidentes.",Visual,Visual
"To illustrate this process, consider the procedure for standardizing a solution that is approximately 1 molar hydrochloric acid.","Para ilustrar este proceso, considere el procedimiento para estandarizar una solución que sea aproximadamente 1 ácido clorhídrico molar.",Visual,Visual
"Other activities included drawing pie charts to illustrate incomes, as well as creating seasonal calendars and trend lines.","Otras actividades incluyeron dibujar gráficos circulares para ilustrar los ingresos, así como la creación de calendarios de temporada y líneas de tendencia.",Visual,Visual
Show More Sentences,Mostrar más oraciones,Visual,Visual
Your meeting will typically include visual aids that illustrate the appropriate amount to eat.,Su reunión generalmente incluirá ayudas visuales que ilustran la cantidad apropiada para comer.,Visual,Visual
So I started shooting photos that incorporate big letters spelling a holiday greeting and used them to illustrate our Christmas newsletter.,Así que comencé a filmar fotos que incorporan letras grandes que escriben un saludo navideño y las usé para ilustrar nuestro boletín navideño.,Visual,Visual
"To illustrate the cultural underpinnings of economic success, McGurn tells a story about a visit he made to an ethnic Chinese family in Manila.","Para ilustrar los fundamentos culturales del éxito económico, McGurn cuenta una historia sobre una visita que hizo a una familia étnica china en Manila.",Visual,Visual
"To illustrate this point, he looks first in his essay at how the modern understanding of causality differs from that of the ancients.","Para ilustrar este punto, se ve primero en su ensayo de cómo la comprensión moderna de la causalidad difiere de la de los antiguos.",Visual,Visual
The images depicted illustrate a harsh and brutal reality that the country is still coming to terms with.,Las imágenes representadas ilustran una realidad dura y brutal con la que el país todavía está llegando a un acuerdo.,Visual,Visual
This should help illustrate how much energy it takes to vaporize a gallon of water.,Esto debería ayudar a ilustrar cuánta energía se necesita para vaporizar un galón de agua.,Visual,Visual
"Muslims strive to break fast together and the nightly prayers ensue, which also illustrate such unity quite vividly.","Los musulmanes se esfuerzan por romper rápidamente y se producen las oraciones nocturnas, que también ilustran tal unidad bastante vívidamente.",Visual,Visual
We believe that these cases illustrate the principle that interpretations of clinical trial results are often neither objective nor value-free.,Creemos que estos casos ilustran el principio de que las interpretaciones de los resultados del ensayo clínico a menudo no son objetivos ni sin valor.,Visual,Visual
Here are a few lists I whipped up quickly to illustrate the utility of the new service.,Aquí hay algunas listas que azoté rápidamente para ilustrar la utilidad del nuevo servicio.,Visual,Visual
"To illustrate the development from neumes to notes, we take the Offertory Illumina, from the 10th Sunday.","Para ilustrar el desarrollo de Neumes a las notas, tomamos el Oftory Illumina, desde el 10 domingo.",Visual,Visual
"To illustrate this point, assembled hacks would be encouraged to try new things, and would thus experience this neophobia first hand.","Para ilustrar este punto, se alentaría a los trucos ensamblados a probar cosas nuevas y, por lo tanto, experimentarían esta neofobia de primera mano.",Visual,Visual
A comparison of the ionization potentials of neon and argon will illustrate these principles.,Una comparación de los potenciales de ionización de neón y argón ilustrará estos principios.,Visual,Visual
"Irish sociologists illustrate how the pub is central to Irish sociality and society, and has been closely related to everyday community life.","Los sociólogos irlandeses ilustran cómo el pub es fundamental para la socialidad y la sociedad irlandeses, y ha estado estrechamente relacionado con la vida comunitaria cotidiana.",Visual,Visual
"Two short clinical vignettes illustrate the adolescent's capacity to move from impulsivity to negotiability, insight and reflection.","Dos viñetas clínicas cortas ilustran la capacidad del adolescente para pasar de la impulsividad a la negociabilidad, la perspicacia y la reflexión.",Visual,Visual
No row could more neatly illustrate the deep divisions between Britain's art lovers.,Ninguna fila podría ilustrar más bien las profundas divisiones entre los amantes del arte de Gran Bretaña.,Visual,Visual
"To illustrate a concept of subscribing to a car and capturing its personality, the Toyota Aygo unsuspectedly unfolds through a mail slot.","Para ilustrar un concepto de suscribirse a un automóvil y capturar su personalidad, el Toyota Aygo se desarrolla injustamente a través de una ranura de correo.",Visual,Visual
"Before photography was invented, nature printing was used to illustrate books on the study of plants and medicine.","Antes de que se inventara la fotografía, la impresión de la naturaleza se usó para ilustrar libros sobre el estudio de plantas y medicina.",Visual,Visual
It is shown to illustrate how a useful lens can be built using the aplanatic point of a sphere despite the fact that it lies within the glass.,Se muestra para ilustrar cómo se puede construir una lente útil utilizando el punto aplanático de una esfera a pesar del hecho de que se encuentra dentro del vidrio.,Visual,Visual
"The young woman and the old woman between them illustrate the chasms between hope and disillusionment, between naivety and experience.","La joven y la anciana entre ellos ilustran los abismos entre la esperanza y la desilusión, entre la ingenuidad y la experiencia.",Visual,Visual
These sections illustrate the historical and spatial divergences and convergences between the two Gujarati villages.,Estas secciones ilustran las divergencias y convergencias históricas y espaciales entre las dos aldeas de Gujarati.,Visual,Visual
Show More Sentences,Mostrar más oraciones,Visual,Visual
Figures acutely illustrate the scope of the distorted international monetary system.,Las figuras ilustran agudamente el alcance del sistema monetario internacional distorsionado.,Visual,Visual
"Presumably it's meant to further illustrate the themes of duality and inner struggle, but the only effect is that of an irritating side-show.","Presumiblemente, está destinado a ilustrar aún más los temas de dualidad y lucha interior, pero el único efecto es el de un espectáculo lateral irritante.",Visual,Visual
These examples illustrate the potential of just two small areas of research in the rapidly developing field of small-scale engineering.,Estos ejemplos ilustran el potencial de solo dos pequeñas áreas de investigación en el campo de rápido desarrollo de ingeniería a pequeña escala.,Visual,Visual
"To illustrate the concept, imagine a 3D wall object made up of two layers of gypsum board on either side of a wood stud.","Para ilustrar el concepto, imagine un objeto de pared 3D compuesto por dos capas de tablero de yeso a ambos lados de un perno de madera.",Visual,Visual
"We have gathered several facts which may not unfitly be woven into parables, and made to illustrate truth.","Hemos reunido varios hechos que pueden no ser incrementados en parábolas, y hechos para ilustrar la verdad.",Visual,Visual
The novels aptly illustrate why escape plans were fraught with failure and why some slaves chose to remain in bondage.,Las novelas ilustran acertadamente por qué los planes de escape estaban llenos de fracaso y por qué algunos esclavos eligieron permanecer en la esclavitud.,Visual,Visual
The park also boasts a chillingly effective World Extinct Wildlife Cemetery to illustrate the plight of endangered species.,El parque también cuenta con un cementerio de vida silvestre extinto y escalofriante y efectivo para ilustrar la difícil situación de las especies en peligro de extinción.,Visual,Visual
Detailed paper patterns for the robes and uncut lengths of fabric are included to illustrate the intricate preparation behind these garments.,Se incluyen patrones de papel detallados para las túnicas y longitudes sin cortar de tela para ilustrar la compleja preparación detrás de estas prendas.,Visual,Visual
"In addition, some tombstones and other monuments to dead craftsman of all ages throughout Europe, and sometimes America, illustrate their tools.","Además, algunas lápidas y otros monumentos a artesanos muertos de todas las edades en toda Europa, y a veces Estados Unidos ilustran sus herramientas.",Visual,Visual
"Most of the rest of the songs, original and traditional, are performed in blackface to illustrate the progress of his minstrel career.","La mayoría del resto de las canciones, originales y tradicionales, se realizan en Blackface para ilustrar el progreso de su carrera en el Minstrel.",Visual,Visual
"In the last review of this area, only nine studies could be drawn on to illustrate biosocial interactions.","En la última revisión de esta área, solo se podrían realizar nueve estudios para ilustrar las interacciones biosociales.",Visual,Visual
"Write and illustrate short stories with them, stage a play or set up a treasure hunt with clues.","Escribe e ilustra historias cortas con ellos, organiza una obra de teatro o establece una búsqueda del tesoro con pistas.",Visual,Visual
The Khamesh provided great material for innumerable miniaturists to illustrate the stories.,El Khamesh proporcionó un gran material para innumerables miniaturistas para ilustrar las historias.,Visual,Visual
"As if to illustrate his point, one sheltie limped up and nosed Claire, then plopped down beside her.","Como para ilustrar su punto, un sheltie cojeó y con pisotón de Claire, luego se dejó caer a su lado.",Visual,Visual
"To illustrate my observations, here are tracings made from my viewing screen at the 7.9 seconds and the 17.4 seconds positions.","Para ilustrar mis observaciones, aquí hay trazados hechos desde mi pantalla de visualización en los 7.9 segundos y las posiciones de 17.4 segundos.",Visual,Visual
Some chapters provide black-and-white microphotographs that illustrate the morphologic features of the diseases.,Algunos capítulos proporcionan microfotógrafos en blanco y negro que ilustran las características morfológicas de las enfermedades.,Visual,Visual
We illustrate the method by considering the density of acorns fallen under a sessile oak during one season.,Ilustramos el método considerando la densidad de bellotas caídas bajo un roble sésil durante una temporada.,Visual,Visual
Stephen Jay Gould famously used the panda's thumb to illustrate the same principle.,Stephen Jay Gould usó el pulgar del panda para ilustrar el mismo principio.,Visual,Visual
We will illustrate this in several conservative portfolios running from basic to fully developed.,Ilustraremos esto en varias carteras conservadoras que se extienden desde básicas hasta completamente desarrolladas.,Visual,Visual
